	tokens1Source	tokens1AlignRaw	tokens2Source	tokens2AlignRaw
6961	la	la	de	de
6962	voix	voix	leur	leur
6963	,	,	répondre	répondre
6964	révérence	révérence	,	,
6965	parlé	parlé	par	par
6966	,	,	devant	devant
6967	aussi	aussi	notaire	notaire
6968	finement	finement	,	,
6969	claire	claire	que	que
6970	qu	qu	le	le
6971	’	’	premier	premier
6972	eune	eune	des	des
6973	iau	iau	leurs	leurs
6974	de	de	qui	qui
6975	roche	roche	me	me
6976	.	.	tombera	tombera
6977	Len	Len	entre	entre
6978	diset	diset	les	les
6979	que	que	mains	mains
6980	Monsieur	Monsieur	,	,
6981	le	le	je	je
6982	Curé	Curé	le	le
6983	avet	avet	leur	leur
6984	bian	bian	renverrai	renverrai
6985	trampé	trampé	pour	pour
6986	souvent	souvent	rien	rien
6987	son	son	.	.
6988	Goupillon	Goupillon	(	(
6989	dans	dans	Ah	Ah
6990	son	son	!	!
6991	Benaiquié	Benaiquié	que	que
6992	,	,	diable	diable
6993	mais	mais	,	,
6994	ardé	ardé	que	que
6995	sont	sont	diable	diable
6996	des	des	,	,
6997	médiseux	médiseux	aller	aller
6998	,	,	faire	faire
6999	les	les	en	en
7000	faut	faut	cette	cette
7001	laisser	laisser	galère	galère
7002	dire	dire	?	?
7003	;	;	)	)
7004	et	et	Ou	Ou
7005	pis	pis	dis	dis
7006	quand	quand	leur	leur
7007	oul	oul	qu	qu
7008	auret	auret	’	’
7009	ribaudé	ribaudé	autrement	autrement
7010	un	un	je	je
7011	tantinet	tantinet	vais	vais
7012	,	,	m	m
7013	c	c	’	’
7014	’	’	en	en
7015	est	est	plaindre	plaindre
7016	à	à	à	à
7017	ly	ly	la	la
7018	à	à	justice	justice
7019	faire	faire	.	.
7020	,	,	Sitôt	Sitôt
7021	et	et	qu	qu
7022	à	à	’	’
7023	nous	nous	ils	ils
7024	à	à	l	l
7025	nous	nous	’	’
7026	taire	taire	auront	auront
7027	,	,	remis	remis
7028	pis	pis	en	en
7029	qu	qu	liberté	liberté
7030	’	’	,	,
7031	il	il	ne	ne
7032	donne	donne	vous	vous
7033	bien	bien	amusez	amusez
7034	la	la	ni	ni
7035	pollution	pollution	l	l
7036	aux	aux	’	’
7037	autres	autres	un	un
7038	,	,	ni	ni
7039	il	il	l	l
7040	ne	ne	’	’
7041	l	l	autre	autre
7042	’	’	,	,
7043	oublie	oublie	car	car
7044	pas	pas	j	j
7045	pour	pour	’	’
7046	ly	ly	ai	ai
7047	.	.	affaire	affaire
7048	Monsieu	Monsieu	de	de
7049	le	le	vous	vous
7050	Vicaire	Vicaire	.	.
7051	itou	itou	Corbineli	Corbineli
7052	étet	étet	Tout	Tout
7053	d	d	cela	cela
7054	’	’	s	s
7055	une	une	’	’
7056	humeur	humeur	appelle	appelle
7057	bian	bian	dormir	dormir
7058	domicile	domicile	les	les
7059	et	et	yeux	yeux
7060	bian	bian	ouverts	ouverts
7061	turquoise	turquoise	.	.
7062	;	;	Granger	Granger
7063	mais	mais	Mon	Mon
7064	ardé…	ardé…	Dieu	Dieu
7065	Châteaufort	Châteaufort	,	,
7066	Et	Et	faut	faut
7067	de	de	-	-
7068	grâce	grâce	il	il
7069	,	,	être	être
7070	Villageois	Villageois	ruiné	ruiné
7071	,	,	à	à
7072	achève	achève	l	l
7073	-	-	’	’
7074	nous	nous	âge	âge
7075	tes	tes	où	où
7076	aventures	aventures	je	je
7077	du	du	suis	suis
7078	voyage	voyage	?	?
7079	de	de	Va	Va
7080	Monsieur	Monsieur	-	-
7081	de	de	t	t
7082	Marsilly	Marsilly	-	-
7083	.	.	en	en
7084	Gareau	Gareau	avec	avec
7085	Oh	Oh	Paquier	Paquier
7086	,	,	,	,
7087	oh	oh	prends	prends
7088	!	!	le	le
7089	ous	ous	reste	reste
7090	n	n	du	du
7091	’	’	teston	teston
7092	êtes	êtes	que	que
7093	pas	pas	je	je
7094	le	le	lui	lui
7095	Roi	Roi	donnai	donnai
7096	Minos	Minos	pour	pour
7097	,	,	la	la
7098	ous	ous	dépense	dépense
7099	êtes	êtes	,	,
7100	le	le	il	il
7101	Roi	Roi	n	n
7102	Priant	Priant	’	’
7103	.	.	y	y
7104	Ô	Ô	a	a
7105	donc	donc	que	que
7106	je	je	huit	huit
7107	voyagîme	voyagîme	jours	jours
7108	sur	sur	.	.
7109	l	l	Aller	Aller
7110	’	’	sans	sans
7111	Or	Or	dessein	dessein
7112	riant	riant	dans	dans
7113	et	et	une	une
7114	vers	vers	galère	galère
7115	la	la	!	!
7116	Mardi	Mardi	Prends	Prends
7117	Terre	Terre	tout	tout
7118	Année	Année	le	le
7119	.	.	reliquat	reliquat
7120	Châteaufort	Châteaufort	de	de
7121	Tu	Tu	cette	cette
7122	veux	veux	pièce	pièce
7123	dire	dire	.	.
7124	au	au	(	(
7125	contraire	contraire	Ha	Ha
7126	,	,	!	!
7127	vers	vers	Malheureuse	Malheureuse
7128	l	l	progéniture	progéniture
7129	’	’	,	,
7130	Orient	Orient	tu	tu
7131	sur	sur	me	me
7132	la	la	coûtes	coûtes
7133	Méditerranée	Méditerranée	plus	plus
7134	.	.	d	d
7135	Gareau	Gareau	’	’
7136	Hé	Hé	or	or
7137	bian	bian	que	que
7138	,	,	tu	tu
7139	je	je	n	n
7140	me	me	’	’
7141	reprens	reprens	es	es
7142	,	,	pesant	pesant
7143	un	un	!	!
7144	var	var	)	)
7145	se	se	Paye	Paye
7146	reprent	reprent	la	la
7147	bien	bien	rançon	rançon
7148	.	.	et	et
7149	Mais	Mais	ce	ce
7150	guian	guian	qui	qui
7151	si	si	restera	restera
7152	vous	vous	,	,
7153	pansiais	pansiais	emploie	emploie
7154	que	que	le	le
7155	je	je	en	en
7156	devisiesme	devisiesme	œuvres	œuvres
7157	entendre	entendre	pies	pies
7158	tous	tous	(	(
7159	ces	ces	Dans	Dans
7160	tintamares	tintamares	la	la
7161	-	-	galère	galère
7162	là	là	d	d
7163	,	,	’	’
7164	comme	comme	un	un
7165	vous	vous	Turc	Turc
7166	autres	autres	!	!
7167	Latiniseurs	Latiniseurs	)	)
7168	,	,	.	.
7169	Dame	Dame	Bien	Bien
7170	nanain	nanain	,	,
7171	.	.	va	va
7172	Et	Et	-	-
7173	vous	vous	t	t
7174	,	,	-	-
7175	comme	comme	en	en
7176	guiebe	guiebe	!	!
7177	,	,	(	(
7178	déharnachez	déharnachez	Mais	Mais
7179	vous	vous	,	,
7180	votre	votre	misérable	misérable
7181	Philophie	Philophie	dis	dis
7182	?	?	moi	moi
7183	J	J	,	,
7184	’	’	que	que
7185	arrivisme	arrivisme	diable	diable
7186	itou	itou	allais	allais
7187	aux	aux	-	-
7188	Deux	Deux	tu	tu
7189	Trois	Trois	faire	faire
7190	de	de	dans	dans
7191	Gilles	Gilles	cette	cette
7192	le	le	galère	galère
7193	bâtard	bâtard	?	?
7194	,	,	)	)
7195	dans	dans	.	.
7196	la	la	Va	Va
7197	Transvilanie	Transvilanie	prendre	prendre
7198	,	,	dans	dans
7199	en	en	mes	mes
7200	Bethlian	Bethlian	armoires	armoires
7201	de	de	ce	ce
7202	Galilene	Galilene	pourpoint	pourpoint
7203	,	,	découpé	découpé
7204	en	en	que	que
7205	Harico	Harico	quitta	quitta
7206	,	,	feu	feu
7207	et	et	mon	mon
7208	pis	pis	père	père
7209	au	au	l	l
7210	pays…	pays…	’	’
7211	Au	Au	année	année
7212	pays…	pays…	du	du
7213	Au	Au	grand	grand
7214	pays…	pays…	hiver	hiver
7215	Du	Du	.	.
7216	Beurre	Beurre	Corbineli	Corbineli
7217	.	.	À	À
7218	Châteaufort	Châteaufort	quoi	quoi
7219	Que	Que	bon	bon
7220	Diable	Diable	ces	ces
7221	veux	veux	fariboles	fariboles
7222	-	-	?	?
7223	tu	tu	Vous	Vous
7224	dire	dire	n	n
7225	,	,	’	’
7226	au	au	y	y
7227	pays	pays	êtes	êtes
7228	du	du	pas	pas
7229	Beurre	Beurre	.	.
7230	!	!	Il	Il
7231	Gareau	Gareau	faut	faut
7232	Oui	Oui	tout	tout
7233	,	,	au	au
7234	au	au	moins	moins
7235	pays	pays	cent	cent
7236	du	du	pistoles	pistoles
7237	Beurre	Beurre	pour	pour
7238	.	.	sa	sa
7239	Tant	Tant	rançon	rançon
7240	quia	quia	.	.
7241	que	que	Granger	Granger
7242	c	c	Cent	Cent
7243	’	’	pistoles	pistoles
7244	est	est	!	!
7245	un	un	Ha	Ha
7246	pays	pays	!	!
7247	qui	qui	Mon	Mon
7248	est	est	fils	fils
7249	mou	mou	ne	ne
7250	comme	comme	tient	tient
7251	beurre	beurre	il	il
7252	,	,	qu	qu
7253	et	et	’	’
7254	où	où	à	à
7255	les	les	ma	ma
7256	gens	gens	vie	vie
7257	sont	sont	pour	pour
7258	durs	durs	conserver	conserver
7259	comme	comme	la	la
7260	piare	piare	tienne	tienne
7261	.	.	?	?
7262	Ha	Ha	Mais	Mais
7263	!	!	cent	cent
7264	c	c	pistoles	pistoles
7265	’	’	!	!
7266	est	est	Corbineli	Corbineli
7267	la	la	va	va
7268	Graisse	Graisse	-	-
7269	;	;	t	t
7270	hé	hé	-	-
7271	bian	bian	en	en
7272	,	,	lui	lui
7273	les	les	dire	dire
7274	gens	gens	qu	qu
7275	n	n	’	’
7276	’	’	il	il
7277	y	y	se	se
7278	sont	sont	laisse	laisse
7279	-	-	pendre	pendre
7280	ils	ils	sans	sans
7281	pas	pas	dire	dire
7282	bian	bian	mot	mot
7283	durs	durs	;	;
7284	,	,	cependant	cependant
7285	pis	pis	qu	qu
7286	que	que	’	’
7287	ce	ce	il	il
7288	sont	sont	ne	ne
7289	des	des	s	s
7290	Grets	Grets	’	’
7291	?	?	afflige	afflige
7292	Et	Et	point	point
7293	pis	pis	car	car
7294	après	après	je	je
7295	cela	cela	les	les
7296	,	,	en	en
7297	je	je	ferai	ferai
7298	nous	nous	bien	bien
7299	en	en	repentir	repentir
7300	allîmes	allîmes	.	.
7301	,	,	Corbineli	Corbineli
7302	révérence	révérence	Mademoiselle	Mademoiselle
7303	parlé	parlé	Genevote	Genevote
7304	,	,	n	n
7305	en	en	’	’
7306	un	un	était	était
7307	pays	pays	pas	pas
7308	si	si	trop	trop
7309	loin	loin	sotte	sotte
7310	,	,	,	,
7311	si	si	qui	qui
7312	loin	loin	refusait	refusait
7313	;	;	tantôt	tantôt
7314	je	je	de	de
7315	pense	pense	vous	vous
7316	que	que	épouser	épouser
7317	mon	mon	,	,
7318	Maître	Maître	ce	ce
7319	appelet	appelet	que	que
7320	cela	cela	l	l
7321	le	le	’	’
7322	pays	pays	on	on
7323	des	des	l	l
7324	Bassins	Bassins	’	’
7325	,	,	assurait	assurait
7326	où	où	que	que
7327	le	le	vous	vous
7328	monde	monde	étiez	étiez
7329	est	est	d	d
7330	noir	noir	’	’
7331	comme	comme	humeur	humeur
7332	des	des	,	,
7333	Antrechrists	Antrechrists	quand	quand
7334	.	.	elle	elle
7335	Ardé	Ardé	serait	serait
7336	,	,	esclave	esclave
7337	je	je	en	en
7338	crois	crois	Turquie	Turquie
7339	fixiblement	fixiblement	de	de
7340	que	que	l	l
7341	je	je	’	’
7342	n	n	y	y
7343	’	’	laisser	laisser
7344	eussiesme	eussiesme	.	.
7345	pas	pas	Granger	Granger
7346	encore	encore	Je	Je
7347	cheminé	cheminé	les	les
7348	deux	deux	ferai	ferai
7349	glieues	glieues	mentir	mentir
7350	,	,	.	.
7351	que	que	S	S
7352	j	j	’	’
7353	’	’	en	en
7354	eussiesmes	eussiesmes	aller	aller
7355	trové	trové	dans	dans
7356	le	le	la	la
7357	Paradis	Paradis	galère	galère
7358	et	et	d	d
7359	l	l	’	’
7360	’	’	un	un
7361	Enfar	Enfar	turc	turc
7362	.	.	!	!
7363	Mais	Mais	Hé	Hé
7364	tenez	tenez	quoi	quoi
7365	,	,	faire	faire
7366	tout	tout	de	de
7367	ce	ce	par	par
7368	qui	qui	tous	tous
7369	me	me	les	les
7370	semblit	semblit	diables	diables
7371	de	de	,	,
7372	pus	pus	dans	dans
7373	biau	biau	cette	cette
7374	à	à	galère	galère
7375	voir	voir	!	!
7376	,	,	Ô	Ô
7377	c	c	!	!
7378	’	’	galère	galère
7379	est	est	,	,
7380	ces	ces	galère	galère
7381	petits	petits	,	,
7382	Sarrasins	Sarrasins	tu	tu
7383	d	d	mets	mets
7384	’	’	bien	bien
7385	Italise	Italise	ma	ma
7386	;	;	bourse	bourse
7387	cette	cette	aux	aux
7388	petite	petite	galères	galères
7389	grene	grene	.	.
7390	d	d	(	(
7391	’	’	Il	Il
7392	andouille	andouille	sort	sort
7393	n	n	un	un
7394	’	’	moment	moment
7395	est	est	.	.
7396	pas	pas	)	)
7397	plus	plus	Paquier	Paquier
7398	grande	grande	Voilà	Voilà
7399	que	que	ce	ce
7400	savequoy	savequoy	que	que
7401	,	,	c	c
7402	et	et	’	’
7403	s	s	est	est
7404	’	’	que	que
7405	ils	ils	d	d
7406	sçavont	sçavont	’	’
7407	déjà	déjà	aller	aller
7408	parler	parler	aux	aux
7409	Italian	Italian	galères	galères
7410	.	.	!	!
7411	Dame	Dame	Qui	Qui
7412	je	je	diable	diable
7413	ne	ne	le	le
7414	fesismes	fesismes	pressait	pressait
7415	là	là	?	?
7416	guère	guère	Peut	Peut
7417	d	d	-	-
7418	’	’	être	être
7419	ordure	ordure	que	que
7420	.	.	s	s
7421	Je	Je	’	’
7422	nous	nous	il	il
7423	bandîmes	bandîmes	eût	eût
7424	nos	nos	eu	eu
7425	quaisses	quaisses	la	la
7426	tout	tout	patience	patience
7427	au	au	d	d
7428	bout	bout	’	’
7429	du	du	attendre	attendre
7430	monde	monde	encore	encore
7431	dans	dans	huit	huit
7432	la	la	jours	jours
7433	Turquise	Turquise	,	,
7434	,	,	le	le
7435	moi	moi	roi	roi
7436	et	et	l	l
7437	mon	mon	’	’
7438	Maître	Maître	y	y
7439	.	.	eut	eut
7440	Parmafi	Parmafi	envoyé	envoyé
7441	,	,	en	en
7442	pourtant	pourtant	si	si
7443	je	je	bonne	bonne
7444	disis	disis	compagnie	compagnie
7445	biantôt	biantôt	que	que
7446	à	à	les	les
7447	mon	mon	turcs	turcs
7448	Maître	Maître	ne	ne
7449	qu	qu	l	l
7450	’	’	’	’
7451	oui	oui	eussent	eussent
7452	s	s	pas	pas
7453	’	’	pris	pris
7454	en	en	.	.
7455	revenit	revenit	Corbineli	Corbineli
7456	.	.	Votre	Votre
7457	«	«	maître	maître
7458	Hé	Hé	ne	ne
7459	quement	quement	songe	songe
7460	,	,	pas	pas
7461	quelle	quelle	que	que
7462	vilanie	vilanie	ces	ces
7463	?	?	turcs	turcs
7464	Tous	Tous	me	me
7465	ces	ces	dévoreront	dévoreront
7466	Turs	Turs	.	.
7467	-	-	Paquier	Paquier
7468	là	là	Vous	Vous
7469	sont	sont	êtes	êtes
7470	tretous	tretous	à	à
7471	huguenots	huguenots	l	l
7472	comme	comme	’	’
7473	des	des	abri	abri
7474	chiens	chiens	de	de
7475	.	.	ce	ce
7476	»	»	côté	côté
7477	Oul	Oul	-	-
7478	se	se	là	là
7479	garmantet	garmantet	,	,
7480	par	par	car	car
7481	escousse	escousse	les	les
7482	de	de	mahométans	mahométans
7483	leur	leur	ne	ne
7484	bailler	bailler	mangent	mangent
7485	des	des	point	point
7486	exultations	exultations	de	de
7487	à	à	porc	porc
7488	la	la	.	.
7489	Turquoise	Turquoise	Granger	Granger
7490	.	.	,	,
7491	Châteaufort	Châteaufort	revenant	revenant
7492	Il	Il	à	à
7493	faut	faut	Corbineli	Corbineli
7494	dire	dire	.	.
7495	des	des	Tiens	Tiens
7496	exhortations	exhortations	!	!
7497	à	à	va	va
7498	la	la	-	-
7499	Turque	Turque	t	t
7500	.	.	-	-
7501	Gareau	Gareau	en	en
7502	Ô	Ô	,	,
7503	bian	bian	emporte	emporte
7504	,	,	tout	tout
7505	tant	tant	mon	mon
7506	quia	quia	bien	bien
7507	qu	qu	.	.
7508	’	’	(	(
7509	il	il	Il	Il
7510	les	les	lui	lui
7511	sarmonet	sarmonet	donne	donne
7512	comme	comme	ma	ma
7513	il	il	bourse	bourse
7514	falet	falet	et	et
7515	.	.	s	s
7516	Châteaufort	Châteaufort	’	’
7517	Ton	Ton	en	en
7518	Maître	Maître	retourne	retourne
7519	savait	savait	en	en
7520	donc	donc	même	même
7521	l	l	temps	temps
7522	’	’	suivi	suivi
7523	Idiome	Idiome	de	de
7524	Turc	Turc	Paquier	Paquier
7525	?	?	.	.
7526	Gareau	Gareau	)	)
7527	Hé	Hé	Scène	Scène
7528	vrament	vrament	9	9
7529	oui	oui	Corbineli	Corbineli
7530	oul	oul	,	,
7531	sçavet	sçavet	Charlot	Charlot
7532	;	;	.	.
7533	tous	tous	Corbineli	Corbineli
7534	ces	ces	,	,
7535	Gerosmes	Gerosmes	frappant	frappant
7536	-	-	à	à
7537	là	là	la	la
7538	;	;	porte	porte
7539	les	les	de	de
7540	avet	avet	La	La
7541	-	-	Tremblaye	Tremblaye
7542	il	il	.	.
7543	pas	pas	Montjoie	Montjoie
7544	veus	veus	Saint	Saint
7545	dans	dans	-	-
7546	le	le	Denis	Denis
7547	Latin	Latin	,	,
7548	?	?	ville	ville
7549	Son	Son	gagnée	gagnée
7550	frère	frère	!	!
7551	itou	itou	«	«
7552	étet	étet	Accede	Accede
7553	bien	bien	»	»
7554	savant	savant	,	,
7555	,	,	Granger	Granger
7556	mais	mais	le	le
7557	oul	oul	jeune	jeune
7558	n	n	,	,
7559	’	’	«	«
7560	étet	étet	accede	accede
7561	pas	pas	»	»
7562	encore	encore	.	.
7563	si	si	Ô	Ô
7564	savant	savant	le	le
7565	,	,	plus	plus
7566	car	car	heureux	heureux
7567	n	n	des	des
7568	’	’	hommes	hommes
7569	en	en	!	!
7570	marmuset	marmuset	ô	ô
7571	qu	qu	le	le
7572	’	’	plus	plus
7573	oul	oul	chéri	chéri
7574	n	n	des	des
7575	’	’	Dieux	Dieux
7576	avet	avet	!	!
7577	appris	appris	Tenez	Tenez
7578	le	le	,	,
7579	Latin	Latin	prenez	prenez
7580	qu	qu	,	,
7581	’	’	parlez	parlez
7582	en	en	à	à
7583	François	François	cette	cette
7584	.	.	bourse	bourse
7585	C	C	,	,
7586	’	’	et	et
7587	étet	étet	lui	lui
7588	un	un	demandez	demandez
7589	bon	bon	ce	ce
7590	Nicolas	Nicolas	que	que
7591	,	,	je	je
7592	qui	qui	vaux	vaux
7593	s	s	.	.
7594	’	’	Charlot	Charlot
7595	en	en	Allons	Allons
7596	allet	allet	vite	vite
7597	tout	tout	,	,
7598	devant	devant	allons	allons
7599	ly	ly	inhumer	inhumer
7600	,	,	cet	cet
7601	hurlu	hurlu	argent	argent
7602	brelu	brelu	,	,
7603	,	,	mort	mort
7604	n	n	pour	pour
7605	’	’	mon	mon
7606	en	en	père	père
7607	eut	eut	,	,
7608	pas	pas	au	au
7609	dit	dit	coffre	coffre
7610	qu	qu	de	de
7611	’	’	Mademoiselle	Mademoiselle
7612	oul	oul	Genevote	Genevote
7613	y	y	.	.
7614	touchet	touchet	Acte	Acte
7615	,	,	II	II
7616	et	et	Scène	Scène
7617	stampandant	stampandant	première	première
7618	oul	oul	Granger	Granger
7619	marmonet	marmonet	,	,
7620	toujours	toujours	Genevote	Genevote
7621	dans	dans	,	,
7622	une	une	puis	puis
7623	bâtelée	bâtelée	Paquier	Paquier
7624	de	de	.	.
7625	Livres	Livres	Granger	Granger
7626	.	.	,	,
7627	Je	Je	d	d
7628	ne	ne	’	’
7629	me	me	abord	abord
7630	sauras	sauras	seul	seul
7631	tenir	tenir	.	.
7632	de	de	Ah	Ah
7633	rire	rire	!	!
7634	,	,	fortune	fortune
7635	quand	quand	,	,
7636	je	je	fortune	fortune
7637	me	me	,	,
7638	ramenteu	ramenteu	ne	ne
7639	des	des	me	me
7640	noms	noms	regarderas	regarderas
7641	si	si	-	-
7642	biscornus	biscornus	tu	tu
7643	,	,	jamais	jamais
7644	et	et	qu	qu
7645	si	si	’	’
7646	,	,	en	en
7647	par	par	rechignant	rechignant
7648	le	le	.	.
7649	sanguoi	sanguoi	Jamais	Jamais
7650	tout	tout	ne	ne
7651	ça	ça	riras	riras
7652	étet	étet	-	-
7653	vrai	vrai	tu	tu
7654	,	,	pour	pour
7655	car	car	moi	moi
7656	oui	oui	?	?
7657	étet	étet	(	(
7658	moulé	moulé	Apercevant	Apercevant
7659	.	.	Genevote	Genevote
7660	D	D	sortant	sortant
7661	’	’	de	de
7662	auquns	auquns	la	la
7663	s	s	maison	maison
7664	’	’	de	de
7665	intilaient	intilaient	La	La
7666	,	,	Tremblaye	Tremblaye
7667	s	s	.	.
7668	’	’	)	)
7669	intulaient	intulaient	Ah	Ah
7670	:	:	!	!
7671	ouay	ouay	Mademoiselle	Mademoiselle
7672	?	?	,	,
7673	Ce	Ce	soyez	soyez
7674	n	n	venue	venue
7675	’	’	autant	autant
7676	est	est	à	à
7677	pas	pas	la	la
7678	encore	encore	bonne	bonne
7679	comme	comme	heure	heure
7680	ça	ça	que	que
7681	.	.	la	la
7682	S	S	grâce	grâce
7683	’	’	aux	aux
7684	inlutilaient	inlutilaient	pendus	pendus
7685	,	,	quand	quand
7686	j	j	ils	ils
7687	’	’	sont	sont
7688	y	y	sur	sur
7689	sis	sis	l	l
7690	casi	casi	’	’
7691	.	.	échelle	échelle
7692	S	S	.	.
7693	’	’	Genevote	Genevote
7694	intilutaient	intilutaient	Est	Est
7695	,	,	-	-
7696	sin	sin	ce	ce
7697	,	,	l	l
7698	sin	sin	’	’
7699	,	,	amour	amour
7700	sin	sin	qui	qui
7701	.	.	vous	vous
7702	Tanquia	Tanquia	a	a
7703	que	que	rendu	rendu
7704	je	je	criminel	criminel
7705	m	m	?	?
7706	’	’	Vraiment	Vraiment
7707	entens	entens	la	la
7708	bian	bian	faute	faute
7709	.	.	est	est
7710	Châteaufort	Châteaufort	trop	trop
7711	Tu	Tu	illustre	illustre
7712	veux	veux	pour	pour
7713	dire	dire	ne	ne
7714	s	s	vous	vous
7715	’	’	la	la
7716	intitulaient	intitulaient	pas	pas
7717	.	.	pardonner	pardonner
7718	Gareau	Gareau	.	.
7719	Oui	Oui	Toute	Toute
7720	,	,	la	la
7721	oui	oui	pénitence	pénitence
7722	,	,	que	que
7723	sin	sin	je	je
7724	,	,	vous	vous
7725	sin	sin	en	en
7726	,	,	ordonne	ordonne
7727	héla	héla	,	,
7728	qui	qui	c	c
7729	se	se	’	’
7730	fesaient	fesaient	est	est
7731	comme	comme	de	de
7732	vous	vous	rire	rire
7733	dites	dites	avec	avec
7734	.	.	moi	moi
7735	Vela	Vela	d	d
7736	tout	tout	’	’
7737	comme	comme	un	un
7738	il	il	petit	petit
7739	le	le	conte	conte
7740	défrinchet	défrinchet	que	que
7741	.	.	je	je
7742	Je	Je	suis	suis
7743	ne	ne	venue	venue
7744	sais	sais	ici	ici
7745	pu	pu	pour	pour
7746	où	où	vous	vous
7747	j	j	faire	faire
7748	’	’	.	.
7749	en	en	Ce	Ce
7750	sis	sis	conte	conte
7751	,	,	toutefois	toutefois
7752	vous	vous	se	se
7753	me	me	peut	peut
7754	l	l	appeler	appeler
7755	’	’	une	une
7756	avez	avez	histoire	histoire
7757	fait	fait	,	,
7758	pardre	pardre	car	car
7759	.	.	rien	rien
7760	Châteaufort	Châteaufort	ne	ne
7761	Tu	Tu	fut	fut
7762	parlais	parlais	jamais	jamais
7763	du	du	plus	plus
7764	nom	nom	véritable	véritable
7765	de	de	.	.
7766	ces	ces	Elle	Elle
7767	Livres	Livres	vient	vient
7768	.	.	d	d
7769	Gareau	Gareau	’	’
7770	Ces	Ces	arriver	arriver
7771	Livres	Livres	il	il
7772	donc	donc	n	n
7773	,	,	’	’
7774	pis	pis	y	y
7775	que	que	a	a
7776	Livres	Livres	pas	pas
7777	y	y	deux	deux
7778	a	a	heures	heures
7779	.	.	au	au
7780	Ouay	Ouay	plus	plus
7781	?	?	sot	sot
7782	Ha	Ha	personnage	personnage
7783	je	je	de	de
7784	sais	sais	Paris	Paris
7785	bian	bian	;	;
7786	.	.	et	et
7787	Oui	Oui	vous	vous
7788	y	y	ne	ne
7789	avet	avet	sauriez	sauriez
7790	des	des	croire	croire
7791	Amas	Amas	à	à
7792	de	de	quel	quel
7793	Gaules	Gaules	point	point
7794	,	,	elle	elle
7795	des	des	est	est
7796	Cadets	Cadets	divertissante	divertissante
7797	de	de	.	.
7798	Tirelire	Tirelire	Quoi	Quoi
7799	,	,	!	!
7800	et	et	vous	vous
7801	des	des	n	n
7802	Aînez	Aînez	’	’
7803	de	de	en	en
7804	Vigile	Vigile	riez	riez
7805	.	.	pas	pas
7806	Châteaufort	Châteaufort	?	?
7807	Il	Il	Granger	Granger
7808	faut	faut	Mademoiselle	Mademoiselle
7809	dire	dire	je	je
7810	,	,	crois	crois
7811	mon	mon	qu	qu
7812	grand	grand	’	’
7813	ami	ami	elle	elle
7814	,	,	est	est
7815	des	des	divertissante	divertissante
7816	Amadis	Amadis	au	au
7817	de	de	-	-
7818	Gaule	Gaule	delà	delà
7819	,	,	de	de
7820	des	des	ce	ce
7821	Décades	Décades	qui	qui
7822	de	de	le	le
7823	Tite	Tite	fut	fut
7824	-	-	jamais	jamais
7825	live	live	,	,
7826	,	,	mais…	mais…
7827	des	des	Genevote	Genevote
7828	Énéides	Énéides	Mais	Mais
7829	de	de	vous	vous
7830	Virgile	Virgile	n	n
7831	.	.	’	’
7832	Mais	Mais	en	en
7833	poursuis	poursuis	riez	riez
7834	.	.	pas	pas
7835	Gareau	Gareau	.	.
7836	Ô	Ô	Granger	Granger
7837	!	!	Ha	Ha
7838	par	par	,	,
7839	le	le	ha	ha
7840	sangué	sangué	,	,
7841	,	,	ha	ha
7842	va	va	,	,
7843	-	-	ha	ha
7844	t	t	,	,
7845	-	-	ha	ha
7846	en	en	.	.
7847	chercher	chercher	Genevote	Genevote
7848	tes	tes	Il	Il
7849	poursuiveux	poursuiveux	faut	faut
7850	.	.	,	,
7851	Aga	Aga	avant	avant
7852	qu	qu	que	que
7853	’	’	d	d
7854	il	il	’	’
7855	est	est	entrer	entrer
7856	raisonnabe	raisonnabe	en	en
7857	aujourd	aujourd	matière	matière
7858	’	’	,	,
7859	hui	hui	vous	vous
7860	,	,	anatomiser	anatomiser
7861	il	il	ce	ce
7862	a	a	squelette	squelette
7863	mangé	mangé	d	d
7864	de	de	’	’
7865	la	la	homme	homme
7866	soupe	soupe	et	et
7867	à	à	de	de
7868	neuf	neuf	vêtement	vêtement
7869	heures	heures	,	,
7870	.	.	aux	aux
7871	Hé	Hé	mêmes	mêmes
7872	si	si	termes	termes
7873	je	je	qu	qu
7874	ne	ne	’	’
7875	veux	veux	un	un
7876	pas	pas	savant	savant
7877	dire	dire	m	m
7878	comme	comme	’	’
7879	ça	ça	en	en
7880	,	,	a	a
7881	moi	moi	tantôt	tantôt
7882	?	?	fait	fait
7883	Tant	Tant	la	la
7884	quia	quia	description	description
7885	qu	qu	.	.
7886	’	’	Voici	Voici
7887	à	à	l	l
7888	la	la	’	’
7889	parfin	parfin	heure	heure
7890	je	je	environ	environ
7891	nous	nous	que	que
7892	en	en	le	le
7893	revinsmes	revinsmes	soleil	soleil
7894	.	.	se	se
7895	Il	Il	couche	couche
7896	apportit	apportit	:	:
7897	de	de	c	c
7898	ce	ce	’	’
7899	pays	pays	est	est
7900	-	-	l	l
7901	là	là	’	’
7902	tant	tant	heure	heure
7903	de	de	aussi	aussi
7904	guiamans	guiamans	par	par
7905	rouges	rouges	conséquent	conséquent
7906	,	,	que	que
7907	des	des	les	les
7908	Hémorroïdes	Hémorroïdes	lambeaux	lambeaux
7909	vartes	vartes	de	de
