	tokens1Source	tokens1AlignRaw	tokens2Source	tokens2AlignRaw
11079	les	les	sur	sur
11080	fenêtres	fenêtres	la	la
11081	,	,	témérité	témérité
11082	pis	pis	criminelle	criminelle
11083	ce	ce	de	de
11084	seret	seret	ces	ces
11085	du	du	chétifs	chétifs
11086	scandale	scandale	myrmidons	myrmidons
11087	;	;	.	.
11088	Tigué	Tigué	Châteaufort	Châteaufort
11089	,	,	,	,
11090	queuque	queuque	descendu	descendu
11091	gniais	gniais	sur	sur
11092	.	.	le	le
11093	Granger	Granger	théâtre	théâtre
11094	Ô	Ô	.	.
11095	espérances	espérances	Vous	Vous
11096	futiles	futiles	voilà	voilà
11097	du	du	donc	donc
11098	concept	concept	,	,
11099	des	des	maraudeurs	maraudeurs
11100	humains	humains	!	!
11101	!	!	Hé	Hé
11102	De	De	!	!
11103	même	même	Ne	Ne
11104	les	les	savez	savez
11105	Chats	Chats	-	-
11106	,	,	vous	vous
11107	tu	tu	pas	pas
11108	ne	ne	qu	qu
11109	flattes	flattes	’	’
11110	que	que	à	à
11111	pour	pour	ces	ces
11112	égratigner	égratigner	heures	heures
11113	,	,	muettes	muettes
11114	Fortune	Fortune	j	j
11115	malicieuse	malicieuse	’	’
11116	!	!	ordonne	ordonne
11117	Scène	Scène	à	à
11118	4	4	toutes	toutes
11119	Corbineli	Corbineli	choses	choses
11120	,	,	de	de
11121	Granger	Granger	se	se
11122	,	,	taire	taire
11123	Paquier	Paquier	,	,
11124	.	.	hormis	hormis
11125	Corbineli	Corbineli	à	à
11126	Elle	Elle	ma	ma
11127	n	n	renommée	renommée
11128	’	’	.	.
11129	est	est	Granger	Granger
11130	pas	pas	Monsieur	Monsieur
11131	seulement	seulement	de	de
11132	malicieuse	malicieuse	Châteaufort	Châteaufort
11133	,	,	«	«
11134	elle	elle	a	a
11135	est	est	minori	minori
11136	enragée	enragée	ad	ad
11137	.	.	majus	majus
11138	Hélas	Hélas	»	»
11139	!	!	:	:
11140	tout	tout	si	si
11141	est	est	vous	vous
11142	perdu	perdu	traitez	traitez
11143	,	,	de	de
11144	votre	votre	la	la
11145	Fils	Fils	sorte	sorte
11146	est	est	un	un
11147	mort	mort	malheureux	malheureux
11148	.	.	,	,
11149	Granger	Granger	que	que
11150	Mon	Mon	feriez	feriez
11151	Fils	Fils	-	-
11152	est	est	vous	vous
11153	mort	mort	à	à
11154	!	!	votre	votre
11155	Es	Es	rival	rival
11156	-	-	?	?
11157	tu	tu	Châteaufort	Châteaufort
11158	hors	hors	Mon	Mon
11159	du	du	rival	rival
11160	sens	sens	!	!
11161	?	?	Jupiter	Jupiter
11162	Corbineli	Corbineli	ne	ne
11163	Non	Non	l	l
11164	,	,	’	’
11165	je	je	oserait	oserait
11166	parle	parle	être	être
11167	sérieusement	sérieusement	avec	avec
11168	:	:	impunité	impunité
11169	votre	votre	.	.
11170	Fils	Fils	Granger	Granger
11171	à	à	Cet	Cet
11172	la	la	homme	homme
11173	vérité	vérité	ose	ose
11174	n	n	donc	donc
11175	’	’	plus	plus
11176	est	est	que	que
11177	pas	pas	Jupiter	Jupiter
11178	mort	mort	?	?
11179	,	,	Châteaufort	Châteaufort
11180	mais	mais	Ce	Ce
11181	il	il	grimaud	grimaud
11182	est	est	,	,
11183	entre	entre	ce	ce
11184	les	les	fat	fat
11185	mains	mains	,	,
11186	des	des	ce	ce
11187	Turcs	Turcs	farfadet	farfadet
11188	.	.	,	,
11189	Granger	Granger	Docteur	Docteur
11190	Entre	Entre	,	,
11191	les	les	vous	vous
11192	mains	mains	avez	avez
11193	des	des	grand	grand
11194	Turcs	Turcs	tort	tort
11195	?	?	je	je
11196	Soutiens	Soutiens	l	l
11197	-	-	’	’
11198	moi	moi	allais	allais
11199	,	,	faire	faire
11200	je	je	mourir	mourir
11201	suis	suis	avec	avec
11202	mort	mort	douceur	douceur
11203	.	.	,	,
11204	Corbineli	Corbineli	maintenant	maintenant
11205	À	À	que	que
11206	peine	peine	ma	ma
11207	étions	étions	bile	bile
11208	-	-	est	est
11209	nous	nous	échauffée	échauffée
11210	entrés	entrés	,	,
11211	en	en	sans	sans
11212	bateau	bateau	vous	vous
11213	pour	pour	mettre	mettre
11214	passer	passer	au	au
11215	de	de	hasard	hasard
11216	la	la	d	d
11217	porte	porte	’	’
11218	de	de	être	être
11219	Nesle	Nesle	accablé	accablé
11220	au	au	du	du
11221	Quai	Quai	ciel	ciel
11222	de	de	qui	qui
11223	l	l	tombera	tombera
11224	’	’	de	de
11225	École…	École…	peur	peur
11226	Granger	Granger	,	,
11227	Et	Et	je	je
11228	qu	qu	ne	ne
11229	’	’	le	le
11230	allais	allais	saurais	saurais
11231	-	-	punir	punir
11232	tu	tu	Scène	Scène
11233	faire	faire	5	5
11234	à	à	Manon	Manon
11235	l	l	,	,
11236	’	’	Granger	Granger
11237	École	École	,	,
11238	,	,	Paquier	Paquier
11239	Baudet	Baudet	,	,
11240	?	?	La	La
11241	Corbineli	Corbineli	Tremblaye	Tremblaye
11242	Mon	Mon	,	,
11243	Maître	Maître	Châteaufort	Châteaufort
11244	s	s	.	.
11245	’	’	Manon	Manon
11246	étant	étant	Ha	Ha
11247	souvenu	souvenu	!	!
11248	du	du	Monsieur	Monsieur
11249	commandement	commandement	de	de
11250	que	que	La	La
11251	vous	vous	Tremblaye	Tremblaye
11252	lui	lui	,	,
11253	avez	avez	mon	mon
11254	fait	fait	cher	cher
11255	d	d	Monsieur	Monsieur
11256	’	’	,	,
11257	acheter	acheter	donnez	donnez
11258	quelque	quelque	la	la
11259	bagatelle	bagatelle	vie	vie
11260	qui	qui	à	à
11261	fut	fut	mon	mon
11262	rare	rare	père	père
11263	à	à	,	,
11264	Venise	Venise	et	et
11265	,	,	je	je
11266	et	et	me	me
11267	de	de	donne	donne
11268	peu	peu	à	à
11269	de	de	vous	vous
11270	valeur	valeur	.	.
11271	à	à	Bon	Bon
11272	Paris	Paris	Dieu	Dieu
11273	,	,	!	!
11274	pour	pour	j	j
11275	en	en	’	’
11276	régaler	régaler	étais	étais
11277	son	son	dans	dans
11278	Oncle	Oncle	le	le
11279	,	,	collège	collège
11280	s	s	,	,
11281	’	’	attendant	attendant
11282	était	était	qu	qu
11283	imaginé	imaginé	’	’
11284	qu	qu	il	il
11285	’	’	fût	fût
11286	une	une	arrivé	arrivé
11287	douzaine	douzaine	pour	pour
11288	de	de	fermer	fermer
11289	Cotrets	Cotrets	les	les
11290	n	n	portes	portes
11291	’	’	de	de
11292	étant	étant	notre	notre
11293	pas	pas	montée	montée
11294	chers	chers	,	,
11295	,	,	lorsque	lorsque
11296	et	et	j	j
11297	ne	ne	’	’
11298	s	s	ai	ai
11299	’	’	entendu	entendu
11300	en	en	un	un
11301	trouvant	trouvant	grand	grand
11302	point	point	bruit	bruit
11303	,	,	dans	dans
11304	par	par	la	la
11305	toute	toute	rue	rue
11306	l	l	.	.
11307	’	’	Le	Le
11308	Europe	Europe	cœur	cœur
11309	de	de	m	m
11310	mignons	mignons	’	’
11311	comme	comme	a	a
11312	en	en	dit	dit
11313	cette	cette	qu	qu
11314	Ville	Ville	’	’
11315	,	,	indubitablement	indubitablement
11316	il	il	il	il
11317	devait	devait	avait	avait
11318	en	en	eu	eu
11319	porter	porter	quelque	quelque
11320	là	là	mauvaise	mauvaise
11321	.	.	rencontre	rencontre
11322	C	C	.	.
11323	’	’	Hélas	Hélas
11324	est	est	!	!
11325	pourquoi	pourquoi	Mon	Mon
11326	nous	nous	bon	bon
11327	passions	passions	ange	ange
11328	vers	vers	ne	ne
11329	l	l	m	m
11330	’	’	’	’
11331	École	École	avertit	avertit
11332	pour	pour	point	point
11333	en	en	à	à
11334	acheter	acheter	faux	faux
11335	;	;	.	.
11336	mais	mais	Il	Il
11337	à	à	est	est
11338	peine	peine	vrai	vrai
11339	avions	avions	,	,
11340	-	-	Monsieur	Monsieur
11341	nous	nous	,	,
11342	éloigné	éloigné	qu	qu
11343	la	la	’	’
11344	côte	côte	il	il
11345	,	,	mérite	mérite
11346	que	que	la	la
11347	nous	nous	mort	mort
11348	avons	avons	,	,
11349	été	été	d	d
11350	pris	pris	’	’
11351	par	par	avoir	avoir
11352	une	une	été	été
11353	Galère	Galère	surpris	surpris
11354	Turque	Turque	en	en
11355	.	.	volant	volant
11356	Granger	Granger	votre	votre
11357	Hé	Hé	maison	maison
11358	!	!	;	;
11359	de	de	mais	mais
11360	par	par	je	je
11361	le	le	sais	sais
11362	Cornet	Cornet	bien	bien
11363	retors	retors	aussi	aussi
11364	de	de	que	que
11365	Triton	Triton	tous	tous
11366	Dieu	Dieu	les	les
11367	Marin	Marin	gentilshommes	gentilshommes
11368	,	,	sont	sont
11369	qui	qui	généreux	généreux
11370	jamais	jamais	et	et
11371	ouït	ouït	tous	tous
11372	parler	parler	les	les
11373	que	que	généreux	généreux
11374	la	la	pitoyables	pitoyables
11375	Mer	Mer	.	.
11376	fût	fût	Vous	Vous
11377	à	à	m	m
11378	Saint	Saint	’	’
11379	-	-	avez	avez
11380	Cloud	Cloud	autrefois	autrefois
11381	?	?	tant	tant
11382	Qu	Qu	aimée	aimée
11383	’	’	:	:
11384	il	il	ne	ne
11385	y	y	puis	puis
11386	eût	eût	-	-
11387	là	là	je	je
11388	des	des	,	,
11389	Galères	Galères	en	en
11390	,	,	devenant	devenant
11391	des	des	votre	votre
11392	Pirates	Pirates	femme	femme
11393	,	,	,	,
11394	ni	ni	obtenir	obtenir
11395	des	des	la	la
11396	Écueils	Écueils	grâce	grâce
11397	?	?	de	de
11398	Corbineli	Corbineli	mon	mon
11399	C	C	père	père
11400	’	’	?	?
11401	est	est	Granger	Granger
11402	en	en	Oh	Oh
11403	cela	cela	Dieux	Dieux
11404	que	que	!	!
11405	la	la	quelle	quelle
11406	chose	chose	fourbe	fourbe
11407	est	est	!	!
11408	plus	plus	Sans	Sans
11409	merveilleuse	merveilleuse	doute	doute
11410	.	.	la	la
11411	Et	Et	misérable	misérable
11412	quoique	quoique	est	est
11413	l	l	d	d
11414	’	’	’	’
11415	on	on	intelligence	intelligence
11416	ne	ne	avec	avec
11417	les	les	son	son
11418	ait	ait	traître	traître
11419	point	point	d	d
11420	vus	vus	’	’
11421	en	en	amoureux	amoureux
11422	France	France	.	.
11423	que	que	Non	Non
11424	là	là	,	,
11425	,	,	non	non
11426	que	que	,	,
11427	sait	sait	ma	ma
11428	-	-	fille	fille
11429	on	on	,	,
11430	s	s	non	non
11431	’	’	,	,
11432	ils	ils	vous	vous
11433	ne	ne	ne	ne
11434	sont	sont	l	l
11435	point	point	’	’
11436	venus	venus	épouserez	épouserez
11437	de	de	jamais	jamais
11438	Constantinople	Constantinople	.	.
11439	jusqu	jusqu	Manon	Manon
11440	’	’	Ha	Ha
11441	ici	ici	!	!
11442	entre	entre	Monsieur	Monsieur
11443	deux	deux	de	de
11444	Eaux	Eaux	La	La
11445	?	?	Tremblaye	Tremblaye
11446	Paquier	Paquier	,	,
11447	En	En	arrêtez	arrêtez
11448	effet	effet	!	!
11449	,	,	Je	Je
11450	Monsieur	Monsieur	connais	connais
11451	,	,	à	à
11452	les	les	vos	vos
11453	Topinambours	Topinambours	yeux	yeux
11454	qui	qui	que	que
11455	demeurent	demeurent	vous	vous
11456	quatre	quatre	l	l
11457	ou	ou	’	’
11458	cinq	cinq	allez	allez
11459	cents	cents	tuer	tuer
11460	lieues	lieues	.	.
11461	au	au	Bon	Bon
11462	-	-	Dieu	Dieu
11463	delà	delà	!	!
11464	du	du	Faut	Faut
11465	monde	monde	-	-
11466	,	,	il	il
11467	vinrent	vinrent	voir	voir
11468	bien	bien	massacrer	massacrer
11469	autrefois	autrefois	mon	mon
11470	à	à	père	père
11471	Paris	Paris	devant	devant
11472	,	,	moi	moi
11473	et	et	ou	ou
11474	l	l	mourir	mourir
11475	’	’	ignominieusement	ignominieusement
11476	autre	autre	par	par
11477	jour	jour	la	la
11478	encore	encore	main	main
11479	les	les	de	de
11480	Polonais	Polonais	la	la
11481	eurent	eurent	justice	justice
11482	bien	bien	?	?
11483	l	l	Donc	Donc
11484	’	’	,	,
11485	impudence	impudence	à	à
11486	d	d	l	l
11487	’	’	’	’
11488	enlever	enlever	âge	âge
11489	la	la	que	que
11490	Princesse	Princesse	je	je
11491	Marie	Marie	suis	suis
11492	,	,	,	,
11493	en	en	il	il
11494	plein	plein	faut	faut
11495	jour	jour	que	que
11496	,	,	je	je
11497	à	à	perde	perde
11498	l	l	mon	mon
11499	’	’	père	père
11500	Hôtel	Hôtel	!	!
11501	de	de	Hé	Hé
11502	Nevers	Nevers	!	!
11503	,	,	pour	pour
11504	sans	sans	l	l
11505	que	que	’	’
11506	personne	personne	amour	amour
11507	osât	osât	de	de
11508	branler	branler	Dieu	Dieu
11509	.	.	mon	mon
11510	Corbineli	Corbineli	père	père
11511	Mais	Mais	,	,
11512	ils	ils	mon	mon
11513	ne	ne	pauvre	pauvre
11514	se	se	père	père
11515	sont	sont	,	,
11516	pas	pas	sauvez	sauvez
11517	contentés	contentés	-	-
11518	de	de	vous	vous
11519	ceci	ceci	,	,
11520	,	,	sauvant	sauvant
11521	ils	ils	la	la
11522	ont	ont	vie	vie
11523	voulu	voulu	et	et
11524	poignarder	poignarder	l	l
11525	votre	votre	’	’
11526	Fils…	Fils…	honneur	honneur
11527	Paquier	Paquier	à	à
11528	Quoi	Quoi	vos	vos
11529	!	!	enfants	enfants
11530	sans	sans	.	.
11531	confession	confession	Vous	Vous
11532	?	?	voyez	voyez
11533	Corbineli	Corbineli	que	que
11534	S	S	La	La
11535	’	’	Tremblaye	Tremblaye
11536	il	il	est	est
11537	ne	ne	un	un
11538	se	se	brutal	brutal
11539	rachetait	rachetait	,	,
11540	par	par	qui	qui
11541	de	de	ne	ne
11542	l	l	vous	vous
11543	’	’	pardonnera	pardonnera
11544	argent	argent	jamais	jamais
11545	.	.	,	,
11546	Granger	Granger	si	si
11547	Ah	Ah	vous	vous
11548	!	!	ne	ne
11549	les	les	devenez	devenez
11550	misérables	misérables	son	son
11551	!	!	beau	beau
11552	c	c	père	père
11553	’	’	.	.
11554	était	était	Pensez	Pensez
11555	pour	pour	-	-
11556	incuter	incuter	vous	vous
11557	la	la	que	que
11558	peur	peur	votre	votre
11559	dans	dans	mort	mort
11560	cette	cette	ne	ne
11561	jeune	jeune	me	me
11562	poitrine	poitrine	touche	touche
11563	.	.	point	point
11564	Paquier	Paquier	?	?
11565	En	En	Ô	Ô
11566	effet	effet	dame	dame
11567	,	,	,	,
11568	les	les	si	si
11569	Turcs	Turcs	est	est
11570	n	n	.	.
11571	’	’	Sachez	Sachez
11572	ont	ont	que	que
11573	garde	garde	je	je
11574	de	de	ne	ne
11575	toucher	toucher	vous	vous
11576	l	l	survivrais	survivrais
11577	’	’	pas	pas
11578	argent	argent	,	,
11579	des	des	et	et
11580	Chrétiens	Chrétiens	que	que
11581	,	,	,	,
11582	à	à	même	même
11583	cause	cause	pour	pour
11584	qu	qu	vous	vous
11585	’	’	sauver	sauver
11586	il	il	d	d
11587	a	a	’	’
11588	une	une	un	un
11589	Croix	Croix	péril	péril
11590	.	.	encore	encore
11591	Corbineli	Corbineli	moindre	moindre
11592	Mon	Mon	que	que
11593	Maître	Maître	celui	celui
11594	ne	ne	-	-
11595	m	m	ci	ci
11596	’	’	je	je
11597	a	a	ferais	ferais
11598	jamais	jamais	bien	bien
11599	pu	pu	pis	pis
11600	dire	dire	que	que
11601	autre	autre	de	de
11602	chose	chose	vous	vous
11603	,	,	désobéir	désobéir
11604	sinon	sinon	;	;
11605	:	:	à	à
11606	«	«	plus	plus
11607	Va	Va	forte	forte
11608	-	-	raison	raison
11609	t	t	pour	pour
11610	-	-	vous	vous
11611	en	en	sauver	sauver
11612	trouver	trouver	du	du
11613	mon	mon	gibet	gibet
11614	Père	Père	,	,
11615	,	,	n	n
11616	et	et	’	’
11617	lui	lui	ayant	ayant
11618	dis…	dis…	qu	qu
11619	»	»	’	’
11620	Ses	Ses	à	à
11621	larmes	larmes	devenir	devenir
11622	aussitôt	aussitôt	la	la
11623	,	,	femme	femme
11624	suffoquant	suffoquant	d	d
11625	sa	sa	’	’
11626	parole	parole	un	un
11627	,	,	bon	bon
11628	m	m	gentilhomme	gentilhomme
11629	’	’	,	,
11630	ont	ont	pourquoi	pourquoi
11631	bien	bien	ne	ne
11632	mieux	mieux	le	le
11633	expliqué	expliqué	ferais	ferais
11634	qu	qu	-	-
11635	’	’	je	je
11636	il	il	pas	pas
11637	n	n	?	?
11638	’	’	Granger	Granger
11639	eût	eût	Monsieur	Monsieur
11640	su	su	de	de
11641	faire	faire	La	La
11642	,	,	Tremblaye	Tremblaye
11643	les	les	«	«
11644	tendresses	tendresses	ne	ne
11645	qu	qu	reminiscaris	reminiscaris
11646	’	’	delicta	delicta
11647	il	il	nostra	nostra
11648	a	a	»	»
11649	pour	pour	.	.
11650	vous…	vous…	Je	Je
11651	Granger	Granger	me	me
11652	Que	Que	reposais	reposais
11653	diable	diable	sur	sur
11654	aller	aller	la	la
11655	faire	faire	protection	protection
11656	aussi	aussi	de	de
11657	dans	dans	Châteaufort	Châteaufort
11658	la	la	,	,
11659	galère	galère	et	et
11660	d	d	je	je
11661	’	’	croyais	croyais
11662	un	un	que	que
11663	Turc	Turc	ce	ce
11664	?	?	tranche	tranche
11665	D	D	-	-
11666	’	’	montagne…	montagne…
11667	un	un	Châteaufort	Châteaufort
11668	Turc	Turc	Que	Que
11669	!	!	diable	diable
11670	«	«	voulez	voulez
11671	Perge	Perge	-	-
11672	»	»	vous	vous
11673	.	.	que	que
11674	Corbineli	Corbineli	je	je
11675	Ces	Ces	fasse	fasse
11676	Écumeurs	Écumeurs	?	?
11677	impitoyables	impitoyables	Perdrai	Perdrai
11678	ne	ne	-	-
11679	me	me	je	je
11680	voulaient	voulaient	tous	tous
11681	pas	pas	les	les
11682	accorder	accorder	hommes	hommes
11683	la	la	pour	pour
11684	liberté	liberté	un	un
11685	de	de	?	?
11686	vous	vous	Granger	Granger
11687	venir	venir	Oserais	Oserais
11688	trouver	trouver	-	-
11689	,	,	je	je
11690	si	si	,	,
11691	je	je	en	en
11692	ne	ne	ce	ce
11693	me	me	piteux	piteux
11694	fusse	fusse	état	état
11695	jeté	jeté	,	,
11696	aux	aux	vous	vous
11697	genoux	genoux	offrir	offrir
11698	du	du	ma	ma
11699	plus	plus	fille	fille
11700	apparent	apparent	et	et
11701	d	d	demander	demander
11702	’	’	votre	votre
11703	entre	entre	sœur	sœur
11704	eux	eux	?	?
11705	.	.	Je	Je
11706	«	«	sais	sais
11707	Hé	Hé	que	que
11708	!	!	,	,
11709	Monsieur	Monsieur	si	si
11710	le	le	vous	vous
11711	Turc	Turc	ne	ne
11712	,	,	détournez	détournez
11713	lui	lui	les	les
11714	ai	ai	yeux	yeux
11715	-	-	de	de
11716	je	je	mes	mes
11717	dit	dit	fautes	fautes
11718	,	,	je	je
11719	permettez	permettez	cours	cours
11720	-	-	fortune	fortune
11721	moi	moi	de	de
11722	d	d	rester	rester
11723	’	’	un	un
11724	aller	aller	pitoyable	pitoyable
11725	avertir	avertir	raccourci	raccourci
11726	son	son	des	des
11727	Père	Père	catastrophes	catastrophes
11728	qui	qui	humaines	humaines
11729	vous	vous	.	.
11730	enverra	enverra	La	La
11731	tout	tout	Tremblaye	Tremblaye
11732	à	à	Désirer	Désirer
11733	l	l	cela	cela
11734	’	’	c	c
11735	heure	heure	’	’
11736	sa	sa	est	est
11737	rançon	rançon	me	me
11738	.	.	le	le
11739	»	»	commander	commander
11740	Granger	Granger	.	.
11741	Tu	Tu	Mais	Mais
11742	ne	ne	n	n
11743	devais	devais	’	’
11744	pas	pas	oublions	oublions
11745	parler	parler	pas	pas
11746	de	de	à	à
11747	rançon	rançon	punir	punir
11748	,	,	ce	ce
11749	ils	ils	grotesque	grotesque
11750	se	se	rodomont	rodomont
11751	seront	seront	de	de
11752	moqués	moqués	son	son
11753	de	de	impertinence	impertinence
11754	toi	toi	.	.
11755	.	.	(	(
11756	Corbineli	Corbineli	La	La
11757	Au	Au	Tremblaye	Tremblaye
11758	contraire	contraire	frappe	frappe
11759	.	.	,	,
11760	À	À	Châteaufort	Châteaufort
11761	ce	ce	compte	compte
11762	mot	mot	les	les
11763	,	,	coups	coups
11764	il	il	.	.
11765	a	a	)	)
11766	un	un	Châteaufort	Châteaufort
11767	peu	peu	Un	Un
11768	rasséréné	rasséréné	,	,
11769	sa	sa	deux	deux
11770	face	face	,	,
11771	.	.	trois	trois
11772	«	«	,	,
11773	Va	Va	quatre	quatre
11774	,	,	,	,
11775	m	m	cinq	cinq
11776	’	’	,	,
11777	a	a	six	six
11778	-	-	,	,
11779	t	t	sept	sept
11780	-	-	,	,
11781	il	il	huit	huit
11782	dit	dit	,	,
11783	;	;	neuf	neuf
11784	mais	mais	,	,
11785	si	si	dix	dix
11786	tu	tu	,	,
11787	n	n	onze	onze
11788	’	’	,	,
11789	es	es	douze	douze
11790	ici	ici	.	.
11791	de	de	Ha	Ha
11792	retour	retour	!	!
11793	dans	dans	le	le
11794	un	un	rusé	rusé
11795	moment	moment	,	,
11796	,	,	qu	qu
11797	j	j	’	’
11798	’	’	il	il
11799	irai	irai	a	a
11800	prendre	prendre	fait	fait
11801	ton	ton	sagement	sagement
11802	Maître	Maître	!	!
11803	dans	dans	S	S
11804	son	son	’	’
11805	Collège	Collège	il	il
11806	,	,	en	en
11807	et	et	eut	eut
11808	vous	vous	donné	donné
11809	étranglerai	étranglerai	treize	treize
11810	tous	tous	,	,
11811	trois	trois	il	il
11812	aux	aux	était	était
11813	antennes	antennes	mort	mort
11814	de	de	.	.
11815	notre	notre	La	La
11816	Navire	Navire	Tremblaye	Tremblaye
11817	.	.	Voilà	Voilà
11818	»	»	pour	pour
11819	J	J	vous	vous
11820	’	’	obliger	obliger
11821	avais	avais	à	à
11822	si	si	ce	ce
11823	peur	peur	meurtre	meurtre
11824	d	d	.	.
11825	’	’	(	(
11826	entendre	entendre	Il	Il
11827	encore	encore	le	le
11828	quelque	quelque	jette	jette
11829	chose	chose	à	à
11830	de	de	terre	terre
11831	plus	plus	d	d
11832	fâcheux	fâcheux	’	’
11833	,	,	un	un
11834	ou	ou	coup	coup
11835	que	que	de	de
11836	le	le	pied	pied
11837	Diable	Diable	.	.
11838	ne	ne	)	)
11839	me	me	Châteaufort	Châteaufort
11840	vint	vint	Aussi	Aussi
11841	emporter	emporter	bien	bien
11842	étant	étant	me	me
11843	en	en	voulais	voulais
11844	la	la	-	-
11845	compagnie	compagnie	je	je
11846	de	de	coucher	coucher
11847	ces	ces	.	.
11848	excommuniés	excommuniés	La	La
11849	,	,	Tremblaye	Tremblaye
11850	que	que	Allons	Allons
11851	je	je	chez	chez
11852	me	me	nous	nous
11853	suis	suis	passer	passer
11854	promptement	promptement	l	l
11855	jeté	jeté	’	’
11856	dans	dans	accord	accord
11857	un	un	.	.
11858	Esquif	Esquif	Granger	Granger
11859	pour	pour	Entrez	Entrez
11860	vous	vous	toujours	toujours
11861	avertir	avertir	,	,
11862	des	des	je	je
11863	funestes	funestes	vous	vous
11864	particularités	particularités	suis	suis
11865	de	de	.	.
11866	cette	cette	Je	Je
11867	rencontre	rencontre	demeure	demeure
11868	.	.	ici	ici
11869	Granger	Granger	un	un
11870	Que	Que	moment	moment
11871	Diable	Diable	pour	pour
11872	aller	aller	donner	donner
11873	faire	faire	ordre	ordre
11874	dans	dans	que	que
11875	la	la	nous	nous
11876	Galère	Galère	ayons	ayons
11877	d	d	de	de
11878	’	’	quoi	quoi
11879	un	un	nous	nous
11880	Turc	Turc	ébaudir	ébaudir
11881	?	?	.	.
11882	Paquier	Paquier	(	(
11883	Qui	Qui	Sortent	Sortent
11884	n	n	La	La
11885	’	’	Tremblaye	Tremblaye
11886	a	a	,	,
11887	peut	peut	Manon	Manon
11888	-	-	et	et
11889	être	être	Châteaufort	Châteaufort
11890	pas	pas	)	)
11891	été	été	Scène	Scène
11892	à	à	6	6
11893	confesse	confesse	Granger	Granger
11894	depuis	depuis	,	,
11895	dix	dix	Paquier	Paquier
11896	ans	ans	,	,
11897	.	.	Corbineli	Corbineli
11898	Granger	Granger	.	.
11899	Mais	Mais	Granger	Granger
11900	penses	penses	Écoute	Écoute
11901	-	-	Corbineli	Corbineli
11902	tu	tu	.	.
11903	qu	qu	Je	Je
11904	’	’	te	te
11905	il	il	pardonne	pardonne
11906	soit	soit	ta	ta
11907	bien	bien	fourbe	fourbe
11908	résolu	résolu	en	en
11909	d	d	faveur	faveur
11910	’	’	de	de
11911	aller	aller	ma	ma
11912	à	à	jonction	jonction
11913	Venise	Venise	matrimoniale	matrimoniale
11914	?	?	,	,
11915	Corbineli	Corbineli	mais	mais
11916	Il	Il	il	il
11917	ne	ne	faut	faut
11918	respire	respire	avouer	avouer
11919	autre	autre	que	que
11920	chose	chose	tu	tu
11921	.	.	es	es
11922	Granger	Granger	un	un
11923	Le	Le	grand	grand
11924	mal	mal	menteur	menteur
11925	n	n	.	.
11926	’	’	Corbineli	Corbineli
11927	est	est	J	J
11928	donc	donc	’	’
11929	pas	pas	affecte	affecte
11930	sans	sans	,	,
11931	remède	remède	pour	pour
11932	.	.	moi	moi
11933	Paquier	Paquier	,	,
11934	,	,	d	d
11935	donne	donne	’	’
11936	-	-	être	être
11937	moi	moi	remarqué	remarqué
11938	le	le	par	par
11939	réceptacle	réceptacle	le	le
11940	des	des	titre	titre
11941	instruments	instruments	de	de
11942	de	de	grand	grand
11943	l	l	,	,
11944	’	’	sans	sans
11945	Immortalité	Immortalité	me	me
11946	,	,	soucier	soucier
11947	«	«	que	que
11948	Scriptorium	Scriptorium	ce	ce
11949	scilicet	scilicet	soit	soit
11950	»	»	celui	celui
11951	.	.	de	de
11952	Corbineli	Corbineli	grand	grand
11953	Qu	Qu	menteur	menteur
11954	’	’	,	,
11955	en	en	grand	grand
11956	désirez	désirez	ivrogne	ivrogne
11957	-	-	,	,
11958	vous	vous	grand	grand
11959	faire	faire	politique	politique
11960	?	?	,	,
11961	Granger	Granger	grand	grand
11962	Écrire	Écrire	turc	turc
11963	une	une	,	,
11964	Lettre	Lettre	grand	grand
11965	à	à	mufti	mufti
11966	ces	ces	,	,
11967	Turcs	Turcs	grand	grand
11968	.	.	vizir	vizir
11969	Corbineli	Corbineli	,	,
11970	Touchant	Touchant	grand	grand
11971	quoi	quoi	Alexandre	Alexandre
11972	?	?	le	le
11973	Granger	Granger	Grand	Grand
11974	Qu	Qu	ou	ou
11975	’	’	grand	grand
11976	ils	ils	Pompée	Pompée
11977	me	me	.	.
11978	renvoient	renvoient	Il	Il
11979	mon	mon	ne	ne
11980	fils	fils	m	m
11981	,	,	’	’
11982	parce	parce	importe	importe
11983	que	que	,	,
11984	j	j	pourvu	pourvu
11985	’	’	que	que
11986	en	en	cette	cette
11987	ai	ai	Épithète	Épithète
11988	affaire	affaire	remarquable	remarquable
11989	.	.	m	m
11990	Qu	Qu	’	’
11991	’	’	empêche	empêche
11992	au	au	de	de
11993	reste	reste	passer	passer
11994	ils	ils	pour	pour
11995	doivent	doivent	médiocre	médiocre
11996	excuser	excuser	.	.
11997	la	la	Granger	Granger
11998	jeunesse	jeunesse	Tu	Tu
11999	qui	qui	t	t
12000	est	est	’	’
12001	sujette	sujette	excuses	excuses
12002	à	à	de	de
12003	beaucoup	beaucoup	si	si
12004	de	de	bonne	bonne
12005	fautes	fautes	grâce	grâce
12006	;	;	que	que
12007	et	et	je	je
12008	que	que	serais	serais
12009	s	s	presque	presque
12010	’	’	en	en
12011	il	il	colère	colère
12012	lui	lui	que	que
12013	arrive	arrive	tu	tu
12014	une	une	ne	ne
12015	autre	autre	m	m
12016	fois	fois	’	’
